gene,locus_capt,type,Stock_number,PA.site.number,insert.location,PA.group,treatment,collection.time,replicate,tray,row,column,plant_ID,rosette.diameter,bolt.at.collection,germination.day,Length.cm.,primary.length,upper.LR.count,mid.LR.count,lower.LR.count,upper.LR.length,mid.LR.length,lower.LR.length,LR.count,LR.density,mid.LR.density,lower.LR.density,ttl.LR.count,upper.LR.density,below.ground.mass.mg,above.ground.mass.mg,day.to.bolt,diameter.at.bolt,day.to.flower,day.to.mature,reprod.num,basal.fruit.length,mid.fruit.length,upper.fruit.length,inflorescence.height,mainbranch,basal.branch,ttl.maininfl.branch,branch.basalbranch,days.to.collect,days.to.bolt,days.to.flower,collection.age,days.to.mature,ttl.branch,fruit.num,flw.num,aborted.fruits,flw.buds,above.ground.mass.g,plant.age,locus,PAC_count,PAC_count_neg,PAC_count_pos,mean_PAC_insert_dist,mean_PAC_insert_dist_pos,mean_PAC_insert_dist_neg,PAC_strand_group
NA,AT5G15100,auxin.transport,SALK_204263C,0,intron,0,control,fruit,1,1,D,1,19,NA,NA,3,290.3069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.284,39.8,27,22.6,30,47,45,10.9,12,6.5,25,2,1,2,1,47,24,3,44,17,6,29,9,2,0,0.0398,44,AT5G15100,0,0,0,NA,NA,NA,NA
NA,AT4G02980,auxin.signal.transduction,SALK_208329C,4,promoter,>2,control,fruit,1,1,D,2,20,NA,NA,3,453.0874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.705,62.4,28,29.7,31,47,49,12.4,13.8,9.4,26.8,2,0,2,0,47,25,3,44,16,4,36,8,2,0,0.0624,44,AT4G02980,3,3,0,1233.333333,NA,1233.333333,-
NA,NA,NA,CS70000,NA,NA,NA,control,fruit,1,1,D,4,22,NA,NA,3,409.3056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.142,57.7,26,24.9,30,47,40,13.3,13.3,10.6,29.1,3,0,3,0,47,23,4,44,17,6,37,2,2,0,0.0577,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT1G80390,auxin.signal.transduction,SALK_150265C,0,no.info,0,control,fruit,1,1,E,3,27,NA,NA,3,327.3775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.265,45.2,26,19.3,32,47,41,11.9,11.7,10.7,26.7,2,0,2,0,47,23,6,44,15,4,33,3,2,2,0.0452,44,AT1G80390,2,2,0,NA,NA,NA,-
NA,AT4G02980,auxin.signal.transduction,SALK_208329C,4,promoter,>2,IAA,fruit,1,1,E,4,28,NA,NA,3,530.8638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.464,55,27,28.9,31,47,38,11.9,13.2,11.1,28.3,2,0,2,0,47,24,4,44,16,4,29,4,4,0,0.055,44,AT4G02980,3,3,0,1233.333333,NA,1233.333333,-
NA,AT2G22670,auxin.signal.transduction,SALK_202296C,1,promoter,1+2,IAA,fruit,1,1,F,6,36,NA,NA,3,556.0102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.272,44.9,26,19.5,32,47,35,12.4,14.1,10.9,26.8,2,0,2,0,47,23,6,44,15,4,24,2,3,0,0.0449,44,AT2G22670,9,0,9,1312.666667,1312.666667,NA,+
NA,AT2G21050,auxin.transport,SALK_208379C,1,exon,1+2,IAA,fruit,1,1,G,1,37,NA,NA,2,501.7838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.966,61.8,27,30.4,31,47,42,12.6,13.1,11.5,29.2,2,0,2,0,47,25,4,45,16,4,27,4,4,1,0.0618,44,AT2G21050,1,0,1,1535,1535,NA,+
NA,NA,NA,CS70000,NA,NA,NA,promix,fruit,2,1,H,3,45,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.1,27,66.7,30,47,104,15.3,14.6,11.6,36.4,3,0,3,0,47,24,3,44,17,6,94,6,5,0,0.2311,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT5G60450,auxin.signal.transduction,SALK_070506C,3,exon,>2,promix,fruit,1,1,H,4,46,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.1,28,79.1,30,47,76,6.4,14.4,11.2,35.8,1,1,1,1,47,26,2,45,17,4,62,12,6,0,0.2211,44,AT5G60450,10,10,0,2728.1,NA,2728.1,-
NA,AT2G46530,auxin.signal.transduction,SALK_063778C,4,exon,>2,promix,fruit,1,1,H,6,48,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.1,27,69.5,29,47,59,14.9,15.3,11.5,34.8,1,0,1,0,47,24,2,44,18,2,50,3,5,0,0.1481,44,AT2G46530,4,0,4,1351,1351,NA,+
NA,AT5G60450,auxin.signal.transduction,SALK_070506C,3,exon,>2,IAA,fruit,1,1,I,2,50,NA,NA,3,391.9175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.776,43.7,27,21.4,32,47,35,12.4,12.5,8.2,28.4,2,0,2,0,47,24,5,44,15,4,29,5,4,0,0.0437,44,AT5G60450,10,10,0,2728.1,NA,2728.1,-
NA,NA,NA,CS70000,NA,NA,NA,promix,fruit,4,2,A,1,70,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.8,27,54.9,30,47,93,10.9,14,12.4,33.8,2,1,2,2,47,25,3,45,17,7,80,7,6,0,0.1868,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT1G15580,auxin.signal.transduction,SALK_112553C,2,exon,1+2,IAA,fruit,2,2,C,2,83,NA,NA,2,539.0377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.236,54.1,27,27.4,31,47,38,13,12.7,11,27.5,2,0,2,0,47,25,4,45,16,4,30,4,5,0,0.0541,44,AT1G15580,1,1,0,465,NA,465,-
NA,AT2G21050,auxin.transport,SALK_208379C,1,exon,1+2,IAA,fruit,2,2,C,5,86,NA,NA,3,312.2678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.988,49,29,26.2,32,47,32,12.2,13.6,10.3,27.3,1,0,1,0,47,26,3,44,15,2,23,6,2,1,0.049,44,AT2G21050,1,0,1,1535,1535,NA,+
NA,NA,NA,CS70000,NA,NA,NA,control,fruit,5,2,F,6,105,NA,NA,4,176.6766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,30.9,22,17.1,26,47,46,6.4,2.3,10.9,20,2,2,2,2,47,18,4,43,21,8,25,5,14,0,0.0309,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT2G46530,auxin.signal.transduction,SALK_063778C,4,exon,>2,control,fruit,2,2,I,4,121,NA,NA,2,396.6925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.156,47.8,29,35.6,32,47,33,13.1,11.7,10.9,24.8,2,0,2,0,47,27,3,45,15,4,29,0,6,0,0.0478,44,AT2G46530,4,0,4,1351,1351,NA,+
NA,AT2G46530,auxin.signal.transduction,SALK_063778C,4,exon,>2,promix,fruit,3,3,C,5,155,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.6,27,72.1,30,47,100,10.4,14.7,11.9,40.9,2,0,3,0,47,25,3,45,17,5,92,6,6,0,0.2216,44,AT2G46530,4,0,4,1351,1351,NA,+
NA,AT4G02980,auxin.signal.transduction,SALK_208329C,4,promoter,>2,IAA,fruit,3,3,D,5,161,NA,NA,3,485.2845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.226,58.5,27,30.6,31,47,47,13.5,14,11.5,27.8,2,0,2,0,47,24,4,44,16,4,39,5,5,0,0.0585,44,AT4G02980,3,3,0,1233.333333,NA,1233.333333,-
NA,AT5G15100,auxin.transport,SALK_204263C,0,intron,0,IAA,fruit,3,3,E,3,165,NA,NA,2,645.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.108,51.6,28,27.7,30,47,41,12.7,13.4,11.1,30,2,0,2,0,47,26,2,45,17,4,30,3,3,3,0.0516,44,AT5G15100,0,0,0,NA,NA,NA,NA
NA,NA,NA,CS70000,NA,NA,NA,promix,fruit,9,3,I,1,187,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.8,28,67.3,30,47,82,10,13.4,11.3,32.5,2,1,2,1,47,25,2,44,17,6,81,2,6,0,0.1698,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT1G15580,auxin.signal.transduction,SALK_112553C,2,exon,1+2,promix,fruit,3,3,I,2,188,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.9,27,73.9,29,47,82,7,14.1,11.7,38.2,2,0,2,0,47,25,2,45,18,4,72,7,5,0,0.2109,44,AT1G15580,1,1,0,465,NA,465,-
NA,AT1G59750,auxin.signal.transduction,SALK_079046C,2,exon,1+2,IAA,fruit,3,3,L,1,205,NA,NA,3,369.9585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.346,47.3,27,26.4,31,47,37,12.2,13,10.7,21.4,3,0,3,0,47,24,4,44,16,6,33,1,2,0,0.0473,44,AT1G59750,23,0,23,1676.869565,1676.869565,NA,+
NA,AT5G60450,auxin.signal.transduction,SALK_070506C,3,exon,>2,promix,fruit,3,3,L,3,207,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,27,58.1,31,47,64,12.3,13.2,11.3,33.1,2,0,2,0,47,25,4,45,16,4,60,0,4,0,0.161,44,AT5G60450,10,10,0,2728.1,NA,2728.1,-
NA,NA,NA,CS22658,NA,NA,NA,promix,fruit,4,4,B,4,217,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.3,28,54.2,31,47,52,14.2,11,9.1,28.5,2,0,2,0,47,26,3,45,16,4,51,0,6,0,0.1143,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS22658,NA,NA,NA,control,fruit,4,4,E,2,233,NA,NA,3,583.8501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.652,52.2,28,29.3,31,47,32,13.3,13,10.3,25.5,1,0,1,0,47,25,3,44,16,2,28,3,3,0,0.0522,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT2G21050,auxin.transport,SALK_208379C,1,exon,1+2,IAA,fruit,4,4,F,2,239,NA,NA,2,430.2942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.773,32.5,28,18,31,47,25,11.4,12.7,11.6,25,2,0,2,0,47,26,3,45,16,4,13,7,2,1,0.0325,44,AT2G21050,1,0,1,1535,1535,NA,+
NA,NA,NA,CS70000,NA,NA,NA,IAA,fruit,10,4,G,2,245,NA,NA,2,670.2653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42,46.6,28,20.8,31,47,34,12,11.6,11.4,26.3,2,0,2,0,47,26,3,45,16,4,20,5,2,1,0.0466,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS70000,NA,NA,NA,IAA,fruit,11,4,G,5,248,NA,NA,3,160.3523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.931,21.6,28,17.8,31,47,18,11.1,10,8.5,16,0,0,0,0,47,25,3,44,16,0,13,2,2,2,0.0216,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS22636,NA,NA,NA,IAA,fruit,4,4,G,6,249,NA,NA,2,342.6089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.917,47.9,27,24.9,32,47,36,12,11.4,10.1,25.6,2,0,2,0,47,25,5,45,15,4,30,3,5,0,0.0479,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT1G35540,auxin.signal.transduction,SALK_049581C,0,exon,0,promix,fruit,4,4,J,3,264,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,27,66.1,31,47,95,12,14.2,11.4,34.7,3,0,3,0,47,25,4,45,16,6,88,1,9,0,0.217,44,AT1G35540,4,0,4,1762,1762,NA,+
NA,NA,NA,CS70000,NA,NA,NA,IAA,fruit,12,4,K,3,270,NA,NA,2,246.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.292,23,27,18.1,31,47,20,11.5,11.1,9.7,20.2,2,0,2,0,47,25,4,45,16,4,15,3,4,0,0.023,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS70000,NA,NA,NA,IAA,fruit,13,5,D,6,300,NA,NA,3,92.4169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.128,10,27,11.2,31,47,15,7.8,7.6,8.3,13.4,1,0,1,0,47,24,4,44,16,2,8,2,3,2,0.01,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS22596,NA,NA,NA,control,fruit,5,5,H,3,321,NA,NA,2,576.9282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.133,45.2,29,22.2,31,47,27,12.1,11.2,9.8,20.7,1,0,1,0,47,27,2,45,16,2,17,4,4,2,0.0452,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS22647,NA,NA,NA,control,fruit,5,5,I,5,329,NA,NA,5,63.1349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.811,34.3,30,19.6,32,47,29,12.8,11.4,10.8,18.6,1,0,1,0,47,25,2,42,15,2,23,5,3,0,0.0343,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT2G22670,auxin.signal.transduction,SALK_202296C,1,promoter,1+2,IAA,fruit,5,5,K,6,342,NA,NA,3,370.2119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46,30.3,27,20.7,32,47,30,12.4,11.6,11,23.6,2,0,2,0,47,24,5,44,15,4,14,5,6,0,0.0303,44,AT2G22670,9,0,9,1312.666667,1312.666667,NA,+
NA,NA,NA,CS70000,NA,NA,NA,IAA,fruit,16,6,B,1,352,NA,NA,3,247.7015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.315,42.9,27,25.1,31,47,29,11.7,12.8,11,22.5,1,0,1,0,47,24,4,44,16,2,26,3,5,0,0.0429,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT1G15580,auxin.signal.transduction,SALK_112553C,2,exon,1+2,promix,fruit,6,6,C,5,362,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.6,28,64.2,31,47,75,12.5,12.3,10.9,34.2,2,0,2,0,47,26,3,45,16,4,71,3,4,0,0.2116,44,AT1G15580,1,1,0,465,NA,465,-
NA,NA,NA,CS22647,NA,NA,NA,promix,fruit,6,6,E,1,370,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.3,28,52,32,47,88,16.5,14.8,11.4,25.5,3,2,3,2,47,26,4,45,15,10,73,1,10,0,0.1563,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT5G57420,auxin.signal.transduction,SALK_134724C,0,promoter,0,promix,fruit,6,6,G,4,385,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,30,62.8,32,47,63,10,11.8,10.9,31.8,3,0,3,0,47,28,2,45,15,6,60,0,5,0,0.147,44,AT5G57420,1,0,1,899,899,NA,+
NA,NA,NA,CS70000,NA,NA,NA,IAA,fruit,17,6,I,4,397,NA,NA,2,368.6212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,40,29,25.9,32,47,28,12.1,11.4,8.7,22.9,2,0,2,0,47,27,3,45,15,4,24,2,4,0,0.04,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS22647,NA,NA,NA,control,fruit,6,6,J,6,405,NA,NA,2,36.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.344,24.1,27,21.4,30,47,17,9.3,9.6,10.2,15.1,0,0,0,0,47,25,3,45,17,0,16,0,3,0,0.0241,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT2G20610,auxin.synthesis.metabolism,SALK_113460C,1,intron,1+2,promix,fruit,1,1,A,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.9,28,53.3,32,48,117,12.3,16.3,12.8,36.5,2,1,4,1,48,25,4,45,16,8,77,20,6,5,0.2339,44,AT2G20610,7,7,0,1293.857143,NA,1293.857143,-
NA,AT2G21050,auxin.transport,SALK_208379C,1,exon,1+2,control,fruit,1,1,A,4,4,NA,NA,2,345.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.979,57,26,22.4,32,48,49,11.7,12.4,11.9,27.1,3,0,3,0,48,24,6,46,16,6,40,6,2,2,0.057,44,AT2G21050,1,0,1,1535,1535,NA,+
NA,AT5G15100,auxin.transport,SALK_204263C,0,intron,0,IAA,fruit,1,1,C,2,14,NA,NA,3,639.2446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.998,55.5,28,24.2,32,48,37,13.5,12.6,9.6,29,3,0,3,0,48,25,4,45,16,6,27,5,4,1,0.0555,44,AT5G15100,0,0,0,NA,NA,NA,NA
NA,AT1G12820,auxin.signal.transduction,SALK_068787C,1,exon,1+2,control,fruit,1,1,F,1,31,NA,NA,4,306.4929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94,37.5,28,22.6,32,48,30,9.9,12.4,9.2,25.5,1,0,1,0,48,24,4,44,16,2,25,4,1,1,0.0375,44,AT1G12820,11,11,0,NA,NA,NA,-
NA,AT4G02980,auxin.signal.transduction,SALK_208329C,4,promoter,>2,promix,fruit,1,1,F,3,33,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,28,63.2,31,48,74,14.7,13.5,11,33.5,2,0,2,0,48,25,3,45,17,4,67,4,4,0,0.193,44,AT4G02980,3,3,0,1233.333333,NA,1233.333333,-
NA,AT1G15580,auxin.signal.transduction,SALK_112553C,2,exon,1+2,IAA,fruit,1,1,I,3,51,NA,NA,3,278.6217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.664,40.9,29,27.4,32,48,26,12.6,11.4,10.5,24.4,1,0,1,0,48,26,3,45,16,2,17,4,2,0,0.0409,44,AT1G15580,1,1,0,465,NA,465,-
NA,NA,NA,CS70000,NA,NA,NA,IAA,fruit,3,1,J,6,60,NA,NA,3,289.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.841,39.2,28,23.1,32,48,29,12.3,12.4,11,23.3,1,0,1,0,48,25,4,45,16,2,19,4,3,3,0.0392,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS22647,NA,NA,NA,promix,fruit,1,1,L,2,68,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.1,27,48.3,31,48,75,14.3,15.9,11.2,26.7,3,1,4,1,48,25,4,46,17,9,64,0,13,0,0.1151,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT1G23080,auxin.transport,SALK_048791C,3,exon,>2,IAA,fruit,2,2,A,4,73,NA,NA,2,278.9963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.105,44.5,28,25.6,31,48,28,12.7,11.8,10.8,27.1,2,0,2,0,48,26,3,46,17,4,19,3,4,2,0.0445,44,AT1G23080,7,7,0,1353.714286,NA,1353.714286,-
NA,AT2G22670,auxin.signal.transduction,SALK_202296C,1,promoter,1+2,promix,fruit,2,2,D,4,91,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.8,28,76.2,31,48,93,12.3,13.8,11.7,38.5,2,0,3,0,48,26,3,46,17,5,87,3,3,0,0.2628,44,AT2G22670,9,0,9,1312.666667,1312.666667,NA,+
NA,AT4G02980,auxin.signal.transduction,SALK_208329C,4,promoter,>2,promix,fruit,2,2,E,1,94,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.4,27,87.3,28,48,121,15.7,16.7,12.2,45.6,1,1,3,2,48,23,1,44,20,7,89,15,9,1,0.3224,44,AT4G02980,3,3,0,1233.333333,NA,1233.333333,-
NA,AT5G60450,auxin.signal.transduction,SALK_070506C,3,exon,>2,promix,fruit,2,2,E,2,95,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.5,27,66.5,31,48,119,13,14,12.4,40,3,0,5,0,48,25,4,46,17,8,99,3,10,0,0.2635,44,AT5G60450,10,10,0,2728.1,NA,2728.1,-
NA,AT4G02980,auxin.signal.transduction,SALK_208329C,4,promoter,>2,control,fruit,2,2,H,3,114,NA,NA,3,36.0253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469,13.8,26,16.6,29,48,13,6,8.6,8.2,14.3,0,0,0,0,48,23,3,45,19,0,12,0,1,1,0.0138,44,AT4G02980,3,3,0,1233.333333,NA,1233.333333,-
NA,AT2G21050,auxin.transport,SALK_208379C,1,exon,1+2,IAA,fruit,3,3,D,4,160,NA,NA,3,550.8696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.365,63.7,28,35.3,32,48,47,13.8,13.4,11.4,27.1,2,0,2,0,48,25,4,45,16,4,38,3,3,0,0.0637,44,AT2G21050,1,0,1,1535,1535,NA,+
NA,NA,NA,CS22617,NA,NA,NA,promix,fruit,3,3,D,6,162,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.6,26,83.1,NA,48,207,15.6,15.9,11.9,42.4,4,4,4,4,48,24,NA,46,NA,16,147,29,12,4,0.3946,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS70000,NA,NA,NA,promix,fruit,7,3,E,5,167,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.1,28,79.4,30,48,98,7.8,14.8,11,39.3,2,1,2,1,48,26,2,46,18,6,89,1,4,0,0.2181,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS70000,NA,NA,NA,IAA,fruit,7,3,G,4,178,NA,NA,2,203.6467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.035,37,26,25.3,30,48,29,12,11.1,10.1,22.4,2,0,2,0,48,24,4,46,18,4,28,0,5,0,0.037,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS22596,NA,NA,NA,control,fruit,3,3,H,2,182,NA,NA,3,313.0309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.907,33.1,32,24.8,34,48,20,9.7,11.8,10.1,16.4,0,0,0,0,48,29,2,45,14,0,15,3,2,2,0.0331,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS70000,NA,NA,NA,control,fruit,8,3,I,5,191,NA,NA,3,414.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.283,61.8,24,19.7,31,48,41,12.3,12.1,9.2,24.5,2,1,2,1,48,21,7,45,17,6,38,0,6,0,0.0618,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT1G34410,auxin.signal.transduction,SALK_020702C,0,exon,0,promix,fruit,3,3,K,4,202,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,28,57.7,31,48,80,14.7,14.4,11.8,34.5,2,1,2,1,48,26,3,46,17,6,72,3,7,0,0.177,44,AT1G34410,3,0,3,181.6666667,181.6666667,NA,+
NA,NA,NA,CS70000,NA,NA,NA,IAA,fruit,9,3,K,5,203,NA,NA,2,659.6787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.715,86.7,28,31.6,32,48,50,13,13.1,10.6,30.1,3,0,3,0,48,26,4,46,16,6,47,0,5,0,0.0867,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT2G20610,auxin.synthesis.metabolism,SALK_113460C,1,intron,1+2,IAA,fruit,4,4,C,5,224,NA,NA,3,229.5261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.841,31.3,28,17.2,32,48,26,11.3,12,11.5,22.9,2,0,2,0,48,25,4,45,16,4,17,6,2,0,0.0313,44,AT2G20610,7,7,0,1293.857143,NA,1293.857143,-
NA,AT5G15100,auxin.transport,SALK_204263C,0,intron,0,IAA,fruit,4,4,D,2,227,NA,NA,3,281.7117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.941,32.7,28,21.1,32,48,25,12.2,11.9,10.7,22.4,1,0,1,0,48,25,4,45,16,2,18,3,3,1,0.0327,44,AT5G15100,0,0,0,NA,NA,NA,NA
NA,AT1G59750,auxin.signal.transduction,SALK_079046C,2,exon,1+2,promix,fruit,4,4,D,4,229,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.6,29,60.3,32,48,57,15,12.1,11.3,32.2,2,0,2,0,48,27,3,46,16,4,55,2,3,0,0.1616,44,AT1G59750,23,0,23,1676.869565,1676.869565,NA,+
NA,AT1G12820,auxin.signal.transduction,SALK_068787C,1,exon,1+2,IAA,fruit,4,4,E,6,237,NA,NA,3,171.2929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,20.7,30,14.1,33,48,14,10.9,9.7,10.1,15.5,1,0,1,0,48,27,3,45,15,2,11,2,2,0,0.0207,44,AT1G12820,11,11,0,NA,NA,NA,-
NA,NA,NA,CS22617,NA,NA,NA,IAA,fruit,4,4,I,6,261,NA,NA,2,176.8338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.467,29.6,29,18.5,32,48,16,12.7,11.6,10.5,18.3,0,0,0,0,48,27,3,46,16,0,16,2,2,1,0.0296,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT1G35540,auxin.signal.transduction,SALK_049581C,0,exon,0,control,fruit,4,4,J,1,262,NA,NA,2,224.9516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.262,29.8,27,24,31,48,22,13.3,11.8,7.8,19.1,1,0,1,0,48,25,4,46,17,2,23,0,2,0,0.0298,44,AT1G35540,4,0,4,1762,1762,NA,+
NA,AT2G22670,auxin.signal.transduction,SALK_202296C,1,promoter,1+2,IAA,fruit,4,4,J,2,263,NA,NA,3,81.9244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.865,20,29,22.4,32,48,13,12.2,10.2,8,13.9,0,0,0,0,48,26,3,45,16,0,12,1,2,0,0.02,44,AT2G22670,9,0,9,1312.666667,1312.666667,NA,+
